ts,NN,O
of,PRP$,I-LEGAL
appeal,JJ,I-LEGAL
inclusive,CC,O
of,JJ,O
special,NN,O
leave,IN,O
to,JJ,O
appeal,NN,O
for,IN,O
want,JJ,O
of,VBP,O
legal,TO,O
assistance,VB,O
there,IN,O
is,NN,O
implicit,IN,O
in,JJ,O
the,NN,O
court,EX,O
under,VBZ,O
article,JJ,O
142,IN,O
read,DT,O
with,NN,O
articles,IN,O
21,NN,O
and,CD,O
39a,NN,O
of,IN,O
the,NNS,O
constitution,CD,O
power,CC,O
to,CD,O
assign,IN,O
counsel,DT,O
for,NN,O
such,NN,O
imprisoned,TO,O
individual,VB,O
for,NN,O
doing,IN,O
complete,JJ,B-LEGAL
justice,JJ,I-LEGAL
this,NN,O
is,IN,O
a,VBG,O
necessary,JJ,O
incident,NN,O
of,DT,O
the,VBZ,O
right,DT,B-LEGAL
of,JJ,I-LEGAL
appeal,NN,I-LEGAL
conferred,IN,O
by,DT,O
the,NN,O
code,IN,O
and,NN,O
allowed,VBN,O
by,IN,O
article,DT,O
136,NN,O
of,CC,O
the,VBN,O
constitution,IN,O
the,NN,O
inference,CD,O
is,IN,O
inevitable,DT,O
that,NN,O
this,DT,O
is,NN,O
a,VBZ,O
state,JJ,O
s,IN,O
duty,DT,O
and,VBZ,O
not,DT,O
government,NN,O
s,NN,O
charity,NN,O
equally,CC,O
affirmative,RB,O
is,NN,O
the,JJ,O
implication,NN,O
that,RB,O
while,JJ,O
legal,VBZ,O
services,DT,O
must,NN,O
be,IN,O
free,IN,O
to,JJ,O
the,NNS,O
beneficiary,MD,O
the,VB,O
lawyer,JJ,O
himself,TO,O
has,DT,O
to,JJ,O
be,DT,O
reasonably,NN,O
remunerated,PRP,O
for,VBZ,O
his,TO,O
services,VB,O
surely,RB,O
the,VBN,O
profession,IN,O
has,PRP$,O
a,NNS,O
public,RB,O
commitment,DT,O
to,NN,O
the,VBZ,O
people,DT,O
but,JJ,O
mere,NN,O
philanthropy,TO,O
of,DT,O
its,NNS,O
members,CC,O
yields,JJ,O
short,NN,O
mileage,IN,O
in,PRP$,O
the,NNS,O
long,NNS,O
run,JJ,O
their,NN,O
services,IN,O
especially,DT,O
when,JJ,O
they,VBP,O
are,PRP$,O
on,NNS,O
behalf,RB,O
of,WRB,O
the,PRP,O
state,VBP,O
must,IN,O
be,NN,O
paid,IN,O
for,DT,O
naturally,NN,O
the,MD,O
state,VB,O
concerned,VBN,O
must,IN,O
pay,RB,O
a,DT,O
reasonable,NN,O
sum,VBD,O
that,MD,O
the,VB,O
court,DT,O
may,JJ,O
fix,NN,O
when,IN,O
assigning,DT,O
counsel,NN,O
to,MD,O
the,VB,O
prisoner,WRB,O
of,VBG,O
course,NN,O
the,TO,O
court,DT,O
may,NN,O
judge,IN,O
the,NN,O
situation,DT,O
and,NN,O
consider,MD,O
from,VB,O
all,DT,O
angles,NN,O
whether,CC,O
it,VB,O
is,IN,O
necessary,DT,O
for,NNS,O
the,IN,O
ends,PRP,O
of,VBZ,O
justice,JJ,O
to,IN,O
make,DT,O
available,NNS,O
legal,IN,O
aid,NN,O
in,TO,O
the,VB,O
particular,JJ,O
case,JJ,O
in,NN,O
every,IN,O
country,DT,O
where,JJ,O
free,NN,O
legal,IN,O
services,DT,O
are,NN,O
given,WRB,O
it,JJ,O
is,JJ,O
not,NNS,O
done,VBP,O
in,VBN,O
all,PRP,O
cases,VBZ,O
but,RB,O
only,VBN,O
where,IN,O
public,DT,O
justice,NNS,O
suffers,CC,O
otherwise,RB,O
that,WRB,O
discretion,JJ,O
resides,NN,O
in,NNS,O
the,VBP,O
court,DT,O
31,NN,O
affordability,VBZ,O
of,IN,O
access,DT,O
to,NN,O
justice,CD,O
has,NN,O
been,IN,O
to,NN,O
an,TO,O
extent,NN,O
taken,VBZ,O
care,VBN,O
of,TO,O
by,DT,O
the,NN,O
state,VBN,O
sponsored,NN,O
legal,IN,O
aid,IN,O
programmes,DT,O
under,NN,O
the,VBD,O
legal,JJ,O
service,NN,O
authorities,NNS,O
act,IN,O
1987,DT,O
legal,JJ,O
aid,NN,O
programmes,NNS,O
have,VBP,O
been,CD,O
providing,JJ,O
the,NN,O
much,NNS,O
needed,VBP,O
support,VBN,O
to,VBG,O
the,DT,O
poorer,RB,O
sections,VBN,O
of,NN,O
the,TO,O
society,DT,O
in,JJR,O
the,NNS,O
accessing,IN,O
justice,DT,O
in,NN,O
courts,IN,O
32,DT,O
that,NN,O
brings,NN,O
us,IN,O
to,NNS,O
the,CD,O
second,WDT,O
facet,VBZ,O
of,PRP,O
the,TO,O
question,DT,O
referred,JJ,O
to,NN,O
us,IN,O
namely,DT,O
whether,NN,O
article,VBD,O
32,TO,O
of,PRP,O
the,RB,O
constitution,IN,B-LEGAL
of,NN,I-LEGAL
india,CD,I-LEGAL
read,IN,O
with,DT,O
article,NN,O
142,IN,O
empowers,JJ,O
the,NN,O
supreme,IN,O
court,NN,O
to,CD,O
direct,NNS,O
transfer,DT,O
in,JJ,O
a,NN,O
situation,TO,O
where,VB,O
neither,NN,O
the,IN,O
central,DT,O
code,NN,O
of,WRB,O
civil,RB,O
procedure,DT,O
or,JJ,O
the,NN,O
central,IN,O
code,JJ,O
of,NN,O
criminal,CC,O
procedure,DT,O
empowers,JJ,O
such,NN,O
transfer,IN,O
to,JJ,O
from,NN,O
the,NNS,O
state,JJ,O
of,NN,O
jammu,TO,O
and,IN,O
kashmir,DT,O
the,NN,O
need,IN,O
for,NN,O
transfer,CC,O
of,VB,O
cases,DT,O
from,NN,O
one,IN,O
court,NN,O
to,IN,O
the,NNS,O
other,IN,O
often,CD,O
arises,NN,O
in,TO,O
several,DT,O
situations,JJ,O
which,RB,O
are,VBZ,O
suitably,IN,O
addressed,JJ,O
by,NNS,O
the,WDT,O
courts,VBP,O
competent,RB,O
to,VBN,O
direct,IN,O
transfers,DT,O
in,NNS,O
exercise,NN,O
of,TO,O
powers,JJ,O
available,NNS,O
to,IN,O
them,NN,O
under,IN,O
the,NNS,O
code,JJ,O
of,TO,O
civil,PRP,O
procedure,IN,O
cpc,DT,O
or,NN,O
the,IN,O
code,JJ,O
of,NN,O
criminal,NN,O
procedure,CC,O
crpc,DT,O
convenience,NN,O
of,IN,O
parties,JJ,O
and,NN,O
witnesses,NN,O
often,NN,O
figures,IN,O
as,NNS,O
the,CC,O
main,NNS,O
reason,RB,O
for,VBZ,O
the,IN,O
courts,DT,O
to,JJ,O
direct,NN,O
such,IN,O
transfers,DT,O
what,NNS,O
is,TO,O
significant,VB,O
is,JJ,O
that,NNS,O
while,WP,O
in,VBZ,O
the,JJ,O
rest,VBZ,O
of,IN,O
the,IN,O
country,IN,O
the,DT,O
courts,NN,O
deal,IN,O
with,DT,O
applications,NN,O
for,DT,O
transfer,NNS,O
of,NN,O
civil,IN,O
criminal,NNS,O
cases,IN,O
under,NN,O
the,IN,O
provisions,JJ,O
of,JJ,O
the,NNS,O
code,IN,O
of,DT,O
civil,NNS,O
procedure,IN,O
and,DT,O
the,NN,O
code,IN,O
of,JJ,O
criminal,NN,O
procedure,CC,O
the,DT,O
fact,NN,O
that,IN,O
there,JJ,O
is,NN,O
no,DT,O
such,NN,O
enabling,IN,O
provision,EX,O
for,VBZ,O
transfer,DT,O
from,JJ,O
or,VBG,O
to,NN,O
the,IN,O
state,NN,O
of,IN,O
jammu,CC,O
and,TO,O
kashmir,DT,O
does,NN,O
not,IN,O
detract,NN,O
from,CC,O
the,NN,O
power,VBZ,O
of,RB,O
a,VB,O
superior,IN,O
court,DT,O
to,NN,O
direct,IN,O
such,DT,O
transfer,JJ,O
if,NN,O
it,TO,O
is,VB,O
of,JJ,O
the,NN,O
opinion,IN,O
that,PRP,O
such,VBZ,O
a,IN,O
direction,DT,O
is,NN,O
essential,IN,O
to,PDT,O
subserve,DT,O
the,NN,O
interest,VBZ,O
of,JJ,O
justice,TO,O
in,VB,O
other,DT,O
words,NN,O
even,IN,O
if,NN,O
the,IN,O
provision,JJ,O
empowering,NNS,O
courts,RB,O
to,IN,O
direct,DT,O
transfer,NN,O
from,VBG,O
one,NNS,O
court,TO,O
to,VB,O
other,NN,O
were,IN,O
to,CD,O
stand,NN,O
deleted,TO,O
from,JJ,O
the,VBD,O
statute,TO,O
the,VB,O
superior,VBN,O
courts,IN,O
would,DT,O
still,NN,O
be,DT,O
competent,JJ,O
to,NNS,O
direct,MD,O
such,RB,O
transfer,VB,O
in,JJ,O
appropriate,TO,O
cases,VB,O
so,JJ,O
long,NN,O
as,IN,O
such,JJ,O
courts,NNS,O
are,RB,O
satisfied,RB,O
that,IN,O
denial,JJ,O
of,NNS,O
such,VBP,O
a,JJ,O
transfer,IN,O
would,NN,O
result,IN,O
in,PDT,O
violation,DT,O
of,NN,O
the,MD,O
right,VB,O
to,IN,O
access,NN,O
to,IN,O
justice,DT,O
to,NN,O
a,TO,O
litigant,NN,O
in,TO,O
a,NN,O
given,TO,O
fact,DT,O
situation,NN,O
33,IN,O
now,DT,O
if,VBN,O
access,NN,O
to,NN,O
justice,CD,O
is,RB,O
a,IN,O
facet,NN,O
of,TO,O
the,NN,O
right,VBZ,O
to,DT,O
life,NN,O
guaranteed,IN,O
under,DT,O
article,NN,O
21,TO,O
of,NN,O
the,VBN,O
constitution,IN,O
a,NN,O
violation,CD,O
actual,IN,O
or,DT,O
threatened,NN,O
of,DT,O
that,NN,O
right,JJ,O
would,CC,O
justify,VBN,O
the,IN,O
invocation,DT,O
of,NN,O
this,MD,O
court,VB,O
s,DT,O
powers,NN,O
under,IN,O
article,DT,O
32,NN,O
of,VBD,O
the,NNS,O
constitution,IN,O
exercise,NN,O
of,CD,O
the,IN,O
power,DT,O
vested,NN,O
in,NN,O
the,IN,O
court,DT,O
under,NN,O
that,VBN,O
article,IN,O
could,DT,O
take,NN,O
the,IN,O
form,DT,O
of,NN,O
a,MD,O
direction,VB,O
for,DT,O
transfer,NN,O
of,IN,O
a,DT,O
case,NN,O
from,IN,O
one,NN,O
court,IN,O
to,DT,O
the,NN,O
other,IN,O
to,CD,O
meet,NN,O
situations,TO,O
where,DT,O
the,JJ,O
statutory,TO,O
provisions,VB,O
do,NNS,O
not,WRB,O
provide,DT,O
for,JJ,O
such,NNS,O
transfers,VBP,O
any,RB,O
such,VB,O
exercise,IN,O
would,JJ,O
be,NNS,O
legitimate,DT,O
as,JJ,O
it,NN,O
would,MD,O
prevent,VB,O
the,JJ,O
violation,IN,O
of,PRP,O
the,MD,O
fundamental,VB,B-LEGAL
right,DT,I-LEGAL
of,NN,O
the,IN,O
citizens,DT,O
guaranteed,JJ,O
under,NN,O
article,IN,O
21,DT,O
of,NNS,O
the,VBN,O
constitution,IN,O
34,NN,O
that,CD,O
apart,IN,O
from,DT,O
article,NN,O
32,CD,O
even,WDT,O
article,RB,O
142,IN,O
of,NN,O
the,CD,O
constitution,RB,O
can,NN,O
be,CD,O
invoked,IN,O
to,DT,O
direct,NN,O
transfer,MD,O
of,VB,O
a,VBN,O
case,TO,O
from,VB,O
one,NN,O
court,IN,O
to,DT,O
the,NN,O
other,IN,O
is,CD,O
also,NN,O
settled,TO,O
by,DT,O
a,JJ,O
constitution,VBZ,O
bench,RB,O
decision,VBN,O
of,IN,O
this,DT,O
court,NN,O
in,NN,O
union,NN,O
carbide,IN,O
corporation,DT,O
v,NN,O
union,IN,O
of,NN,O
india,NN,O
manu,NN,O
sc,NNP,O
0058,NN,O
1992manu,IN,O
sc,JJ,O
0058,NN,O
1992,NN,O
1991,CD,O
4,CD,O
scc,NN,O
584,CD,O
one,CD,O
of,CD,O
the,CD,O
questions,VBD,O
that,CD,O
fell,CD,O
for,IN,O
consideration,DT,O
in,NNS,O
that,WDT,O
case,VBD,O
was,IN,O
whether,NN,O
this,IN,O
court,DT,O
could,NN,O
in,VBD,O
exercise,IN,O
of,DT,O
its,NN,O
powers,MD,O
under,IN,O
articles,NN,O
136,IN,O
and,PRP$,O
142,NNS,O
withdraw,IN,O
a,NNS,O
case,CD,O
pending,CC,O
in,CD,O
the,NN,O
lower,DT,O
court,NN,O
and,VBG,O
dispose,IN,O
of,DT,O
the,JJR,O
same,NN,O
finally,CC,O
even,NN,O
when,IN,O
article,DT,O
139a,JJ,O
does,RB,O
not,RB,O
empower,WRB,O
the,NN,O
court,CD,O
to,VBZ,O
do,RB,O
so,VB,O
answering,DT,O
the,NN,O
question,TO,O
in,VB,O
the,RB,O
affirmative,VBG,O
this,DT,O
court,NN,O
held,IN,O
that,DT,O
the,JJ,O
power,DT,O
to,NN,O
transfer,VBD,O
cases,IN,O
is,DT,O
not,NN,O
exhausted,TO,O
under,VB,O
article,NNS,O
139a,VBZ,O
of,RB,O
the,VBN,O
constitution,IN,O
this,NN,O
court,CD,O
observed,IN,O
that,DT,O
article,NN,O
139a,DT,O
enables,NN,O
the,VBD,O
litigant,IN,O
to,NN,O
seek,CD,O
transfer,VBZ,O
of,DT,O
proceedings,NN,O
if,TO,O
the,VB,O
conditions,NN,O
in,IN,O
the,NNS,O
article,IN,O
are,DT,O
satisfied,NNS,O
the,IN,O
said,DT,O
article,NN,O
was,VBP,O
not,VBN,O
intended,DT,O
to,VBD,O
nor,NN,O
does,VBD,O
it,RB,O
operate,VBN,O
to,TO,O
affect,CC,O
the,VBZ,O
wide,PRP,O
powers,VB,O
available,TO,O
to,VB,O
this,DT,O
court,JJ,O
under,NNS,O
articles,JJ,O
136,TO,O
and,DT,O
142,NN,O
of,IN,O
the,NNS,O
constitution,CD,O
the,CC,O
following,CD,O
two,IN,O
passages,DT,O
from,NN,O
the,DT,O
judgments,VBG,O
are,CD,O
apposite,NNS,O
in,IN,O
this,DT,O
regard,NNS,O
61,VBP,O
to,RB,O
the,IN,O
extent,DT,O
power,NN,O
of,CD,O
withdrawal,TO,O
and,DT,O
transfer,NN,O
of,NN,O
cases,IN,O
to,NN,O
the,CC,O
apex,NN,O
court,IN,O
is,NNS,O
in,TO,O
the,DT,O
opinion,JJ,O
of,NN,O
the,VBZ,O
court,IN,O
necessary,DT,O
for,NN,O
the,IN,O
purpose,DT,O
of,NN,O
effectuating,JJ,O
the,IN,O
high,DT,O
purpose,NN,O
of,IN,O
articles,VBG,O
136,DT,O
and,JJ,O
1421,NN,O
the,IN,O
power,NNS,O
under,CD,O
article,CC,O
139a,CD,O
must,DT,O
be,NN,O
held,IN,O
not,NN,O
to,CD,O
exhaust,MD,O
the,VB,O
power,VBN,O
of,RB,O
withdrawal,TO,O
and,VB,O
transfer,DT,O
article,NN,O
139a,IN,O
it,NN,O
is,CC,O
relevant,VB,O
to,NN,O
mention,CD,O
here,PRP,O
was,VBZ,O
introduced,JJ,O
as,TO,O
part,VB,O
of,RB,O
the,VBD,O
scheme,VBN,O
of,IN,O
the,NN,O
constitution,IN,O
forty,DT,O
second,NN,O
amendment,IN,O
that,DT,O
amendment,NN,O
proposed,JJ,O
to,JJ,O
invest,NN,O
the,WDT,O
supreme,NN,O
court,VBN,O
with,TO,O
exclusive,VB,B-LEGAL
jurisdiction,DT,I-LEGAL
to,JJ,O
determine,NN,O
the,IN,O
constitutional,JJ,B-LEGAL
validity,NN,I-LEGAL
of,TO,O
central,VB,O
laws,DT,O
by,JJ,O
inserting,NN,O
articles,IN,O
131a,JJ,O
139a,NNS,O
and,IN,O
144a,VBG,O
but,NNS,O
articles,CD,O
131a,CD,O
and,CC,O
144a,CD,O
were,CC,O
omitted,NNS,O
by,CD,O
the,CC,O
forty,CD,O
third,VBD,O
amendment,VBN,O
act,IN,O
1977,DT,O
leaving,JJ,O
article,JJ,O
139a,NN,O
intact,NN,O
that,CD,O
article,VBG,O
enables,NN,O
the,CD,O
litigants,NN,O
to,WDT,O
approach,NN,O
the,VBZ,O
apex,DT,O
court,NNS,O
for,TO,O
transfer,VB,O
of,DT,O
proceedings,JJ,O
if,NN,O
the,IN,O
conditions,NN,O
envisaged,IN,O
in,NNS,O
that,IN,O
article,DT,O
are,NNS,O
satisfied,VBD,O
article,IN,O
139a,DT,O
was,NN,O
not,VBP,O
intended,JJ,O
nor,NN,O
does,CD,O
it,VBD,O
operate,RB,O
to,VBN,O
whittle,CC,O
down,VBZ,O
the,PRP,O
existing,VB,O
wide,TO,O
powers,VB,O
under,RP,O
articles,DT,O
136,VBG,O
and,JJ,O
142,NNS,O
of,IN,O
the,NNS,O
constitution,CD,O
35,CC,O
dealing,CD,O
with,IN,O
the,DT,O
question,NN,O
whether,CD,O
a,VBG,O
provision,IN,O
contained,DT,O
in,NN,O
an,IN,O
ordinary,DT,O
statute,NN,O
would,VBN,O
affect,IN,O
the,DT,O
exercise,JJ,O
of,NN,O
powers,MD,O
under,VB,O
article,DT,O
142,NN,O
of,IN,O
the,NNS,O
constitution,IN,O
this,NN,O
court,CD,O
held,IN,O
that,DT,O
the,NN,O
constitutional,DT,O
power,NN,O
under,VBD,O
article,IN,O
142,DT,O
was,JJ,O
at,NN,O
a,IN,O
different,NN,O
level,CD,O
altogether,VBD,O
and,IN,O
that,DT,O
an,JJ,O
ordinary,NN,O
statute,RB,O
could,CC,O
not,IN,O
control,DT,O
the,JJ,O
exercise,NN,O
of,MD,O
that,RB,O
power,VB,O
speaking,DT,O
for,NN,O
the,IN,O
majority,DT,O
venkatachaliah,NN,O
j,NN,O
as,IN,O
his,DT,O
lordship,NN,O
then,NN,O
was,NN,O
observed,IN,O
the,PRP$,O
power,NN,O
under,RB,O
article,VBD,O
142,VBN,O
is,DT,O
at,NN,O
an,IN,O
entirely,NN,O
different,CD,O
level,VBZ,O
and,IN,O
of,DT,O
a,RB,O
different,JJ,O
quality,NN,O
prohibitions,CC,O
or,IN,O
limitations,DT,O
or,JJ,O
provisions,NN,O
contained,NNS,O
in,CC,O
ordinary,NNS,O
laws,CC,O
cannot,NNS,O
ipso,VBN,O
facto,IN,O
act,JJ,O
as,NNS,O
prohibitions,MD,O
or,RB,O
limitations,VB,O
on,JJ,O
the,NN,O
constitutional,IN,O
powers,NNS,O
under,CC,O
article,NNS,O
142,IN,O
such,DT,O
prohibitions,JJ,O
or,NNS,O
limitations,IN,O
in,NN,O
the,CD,O
statutes,JJ,O
might,NNS,O
embody,CC,O
and,NNS,O
reflect,IN,O
the,DT,O
scheme,NNS,O
of,MD,O
a,VB,O
particular,CC,O
law,VB,O
taking,DT,O
into,NN,O
account,IN,O
the,DT,O
nature,JJ,O
and,NN,O
status,VBG,O
of,IN,O
the,NN,O
authority,DT,O
or,NN,O
the,CC,O
court,NN,O
on,IN,O
which,DT,O
conferment,NN,O
or,CC,O
power,DT,O
limited,NN,O
in,IN,O
some,WDT,O
appropriate,NN,O
way,CC,O
is,NN,O
contemplated,VBN,O
the,IN,O
limitations,DT,O
may,JJ,O
not,NN,O
necessarily,VBZ,O
reflect,VBN,O
or,DT,O
be,NNS,O
based,MD,O
on,RB,O
any,RB,O
fundamental,VB,O
considerations,CC,O
of,VB,O
public,VBN,B-LEGAL
policy,IN,I-LEGAL
but,DT,O
we,JJ,O
think,NNS,O
that,IN,O
such,JJ,O
prohibition,NN,O
should,CC,O
also,PRP,O
be,VBP,O
shown,IN,O
to,JJ,O
be,NN,O
based,MD,O
on,RB,O
some,VB,O
underlying,VBN,O
fundamental,TO,O
and,VB,O
general,VBN,O
issues,IN,O
of,DT,O
public,JJ,B-LEGAL
policy,JJ,I-LEGAL
and,CC,O
not,JJ,O
merely,NNS,O
incidental,IN,O
to,JJ,O
a,NN,O
particular,CC,O
statutory,RB,O
scheme,RB,O
or,JJ,O
pattern,TO,O
it,DT,O
will,JJ,O
again,JJ,O
be,NN,O
wholly,CC,O
incorrect,NN,O
to,PRP,O
say,MD,O
that,RB,O
powers,VB,O
under,RB,O
article,JJ,O
142,TO,O
are,VB,O
subject,IN,O
to,NNS,O
such,IN,O
express,NN,O
statutory,CD,O
prohibitions,VBP,O
that,JJ,O
would,TO,O
convey,JJ,O
the,JJ,O
idea,JJ,O
that,NNS,O
statutory,WDT,O
provisions,MD,O
override,VB,O
a,DT,O
constitutional,NN,O
provision,WDT,O
perhaps,JJ,O
the,NNS,O
proper,IN,O
way,DT,O
of,JJ,O
expressing,NN,O
the,RB,O
idea,DT,O
is,JJ,O
that,NN,O
in,IN,O
exercising,VBG,O
powers,DT,O
under,NN,O
article,VBZ,O
142,IN,O
and,IN,O
in,VBG,O
assessing,NNS,O
the,IN,O
needs,NN,O
of,CD,O
complete,CC,B-LEGAL
justice,IN,I-LEGAL
of,VBG,O
a,DT,O
cause,NNS,O
or,IN,O
matter,JJ,O
the,NN,O
apex,IN,O
court,DT,O
will,NN,O
take,CC,O
note,NN,O
of,DT,O
the,JJ,O
express,NN,O
prohibitions,MD,O
in,VB,O
any,NN,O
substantive,IN,O
provision,DT,O
based,NN,O
on,NNS,O
some,IN,O
fundamental,DT,O
principles,JJ,O
of,NN,O
public,VBN,B-LEGAL
policy,IN,I-LEGAL
and,DT,O
regulate,JJ,O
the,NNS,O
exercise,IN,O
of,JJ,O
its,NN,O
power,CC,O
and,VB,O
discretion,DT,O
accordingly,NN,O
the,IN,O
proposition,PRP$,O
does,NN,O
not,CC,O
relate,NN,O
to,RB,O
the,DT,O
powers,NN,O
of,VBZ,O
the,RB,O
court,VB,O
under,TO,O
article,DT,O
142,NNS,O
but,IN,O
only,DT,O
to,NN,O
what,IN,O
is,NN,O
or,CD,O
is,CC,O
not,RB,O
complete,TO,B-LEGAL
justice,WP,I-LEGAL
of,VBZ,O
a,CC,O
cause,VBZ,O
or,RB,O
matter,JJ,O
and,NN,O
in,IN,O
the,DT,O
ultimate,NN,O
analysis,CC,O
of,NN,O
the,CC,O
propriety,IN,O
of,DT,O
the,JJ,O
exercise,NN,O
of,IN,O
the,DT,O
power,NN,O
no,IN,O
question,DT,O
of,NN,O
lack,IN,B-LEGAL
of,DT,I-LEGAL
jurisdiction,NN,I-LEGAL
or,DT,O
of,NN,O
nullity,IN,O
can,NN,O
arise,IN,O
36,NN,O
in,CC,O
the,IN,O
cases,NN,O
at,MD,O
hand,VB,O
there,CD,O
is,IN,O
no,DT,O
prohibition,NNS,O
against,IN,O
use,NN,O
of,EX,O
power,VBZ,O
under,DT,O
article,NN,O
142,IN,O
to,NN,O
direct,IN,O
transfer,NN,O
of,IN,O
cases,NN,O
from,CD,O
a,TO,O
court,VB,O
in,NN,O
the,IN,O
state,NNS,O
of,IN,O
jammu,DT,O
and,NN,O
kashmir,IN,O
to,DT,O
a,NN,O
court,IN,O
outside,NN,O
the,CC,O
state,NN,O
or,TO,O
vice,DT,O
versa,NN,O
all,IN,O
that,DT,O
can,NN,O
be,CC,O
said,NN,O
is,VBP,O
that,PDT,O
there,WDT,O
is,MD,O
no,VB,O
enabling,VBD,O
provision,VBZ,O
because,IN,O
of,EX,O
the,VBZ,O
reasons,DT,O
which,VBG,O
we,NN,O
have,IN,O
indicated,IN,O
earlier,DT,O
the,NNS,O
absence,WDT,O
of,PRP,O
an,VBP,O
enabling,VBN,O
provision,RBR,O
however,DT,O
cannot,NN,O
be,IN,O
construed,DT,O
as,VBG,O
a,NN,O
prohibition,RB,O
against,MD,O
transfer,RB,O
of,VB,O
cases,VBN,O
to,IN,O
or,DT,O
from,NN,O
the,IN,O
state,NN,O
of,IN,O
jammu,NNS,O
and,TO,O
kashmir,CC,O
at,IN,O
any,DT,O
rate,NN,O
a,IN,O
prohibition,NN,O
simplicitor,CC,O
is,NN,O
not,IN,O
enough,DT,O
what,NN,O
is,DT,O
equally,NN,O
important,NN,O
is,VBZ,O
to,RB,O
see,JJ,O
whether,WP,O
there,VBZ,O
is,RB,O
any,JJ,O
fundamental,VBZ,O
principle,TO,O
of,VB,O
public,IN,B-LEGAL
policy,EX,I-LEGAL
underlying,VBZ,O
any,DT,O
such,JJ,O
prohibition,NN,O
no,IN,O
such,JJ,O
prohibition,NN,O
nor,VBG,O
any,DT,O
public,JJ,B-LEGAL
policy,NN,I-LEGAL
can,DT,O
be,JJ,O
seen,NN,O
in,CC,O
the,DT,O
cases,JJ,O
at,NN,O
hand,MD,O
much,VB,O
less,VBN,O
a,IN,O
public,DT,B-LEGAL
policy,NNS,I-LEGAL
based,IN,O
on,NN,O
any,RB,O
fundamental,RBR,O
principle,DT,O
the,NN,O
extraordinary,NN,O
power,VBN,O
available,IN,O
to,DT,O
this,JJ,O
court,NN,O
under,DT,O
article,JJ,O
142,NN,O
of,JJ,O
the,TO,O
constitution,DT,O
can,NN,O
therefore,IN,O
be,NN,O
usefully,CD,O
invoked,IN,O
in,DT,O
a,NN,O
situation,MD,O
where,RB,O
the,VB,O
court,RB,O
is,VBN,O
satisfied,IN,O
that,DT,O
denial,NN,O
of,WRB,O
an,DT,O
order,NN,B-LEGAL
of,VBZ,I-LEGAL
transfer,JJ,I-LEGAL
from,IN,O
or,NN,O
to,IN,O
the,DT,O
court,NN,O
in,IN,O
the,NN,O
state,IN,O
of,CC,O
jammu,TO,O
and,DT,O
kashmir,NN,O
will,IN,O
deny,DT,O
the,NN,O
citizen,IN,O
his,NN,O
her,CC,O
right,NN,O
of,MD,O
access,VB,O
to,DT,O
justice,NN,O
the,PRP$,O
provisions,PRP$,O
of,NN,O
articles,IN,O
32,NN,O
136,TO,O
and,VB,O
142,DT,O
are,NNS,O
therefore,IN,O
wide,NNS,O
enough,CD,O
to,CD,O
empower,CC,O
this,CD,O
court,VBP,O
to,RB,O
direct,JJ,O
such,RB,O
transfer,TO,O
in,VB,O
appropriate,DT,O
situations,NN,O
no,TO,O
matter,VB,O
central,JJ,O
code,NN,O
of,IN,O
civil,JJ,O
and,NNS,O
criminal,DT,O
procedures,NN,O
do,JJ,O
not,NN,O
extend,IN,O
to,JJ,O
the,CC,O
state,JJ,O
nor,NNS,O
do,VBP,O
the,RB,O
state,VB,O
codes,TO,O
of,DT,O
civil,NN,O
and,CC,O
criminal,VBP,O
procedure,DT,O
contain,NN,O
any,NNS,O
provision,IN,O
that,JJ,O
empowers,CC,O
this,JJ,O
court,NN,O
to,VBP,O
transfer,DT,O
cases,NN,O
we,IN,O
accordingly,VBZ,O
answer,DT,O
the,NN,O
question,TO,O
referred,VB,O
to,NNS,O
us,PRP,O
in,RB,O
the,VBP,O
affirmative,DT,O
37,NN,O
the,VBD,O
transfer,TO,O
petitions,PRP,O
shall,IN,O
now,DT,O
be,JJ,O
listed,CD,O
before,DT,O
the,NN,O
regular,NNS,O
bench,MD,O
for,RB,O
hearing,VB,O
and,VBN,O
disposal,IN,O
on,DT,O
merits,JJ,O
keeping,NN,O
in,IN,O
view,NN,O
what,CC,O
has,NN,O
been,IN,O
observed,NNS,O
above,VBG,O
