rk,NN,O
to,PRP$,O
regulate,NNS,O
it,CC,O
in,TO,O
case,VB,O
a,PRP,O
state,IN,O
decides,NN,O
to,DT,O
run,NN,O
its,VBZ,O
own,TO,O
lottery,VB,O
through,PRP$,O
modalities,JJ,O
and,NN,O
conditions,IN,O
laid,NNS,O
down,CC,O
therein,NNS,O
emphasis,VBP,O
of,RP,O
the,JJ,O
whole,NN,O
act,IN,O
is,DT,O
to,JJ,O
abide,NN,O
by,VBZ,O
the,TO,O
conditions,VB,O
strictly,IN,O
if,DT,O
you,NNS,O
want,RB,O
to,IN,O
run,PRP,O
a,VBP,O
lottery,TO,O
thus,VB,O
regulation,DT,B-LEGAL
is,NN,O
through,RB,O
conditions,NN,O
to,VBZ,O
eliminate,IN,O
even,NNS,O
the,TO,O
remotest,VB,O
possibility,RB,O
of,DT,O
malpractices,JJS,O
by,NN,O
providing,IN,O
stringent,NNS,O
measures,IN,O
for,VBG,O
its,JJ,O
compliance,NNS,O
perusal,IN,O
of,PRP$,O
the,NN,O
act,NN,O
reveals,IN,O
the,DT,O
scheme,NN,O
of,VBZ,O
the,DT,O
act,NN,O
is,IN,O
limited,DT,O
in,NN,O
its,VBZ,O
application,VBN,O
and,IN,O
it,PRP$,O
admits,NN,O
the,CC,O
subject,PRP,O
it,VBZ,O
is,DT,O
dealing,NN,O
is,PRP,O
gambling,VBZ,O
in,VBG,O
nature,VBZ,O
as,VBG,O
we,IN,O
have,NN,O
said,IN,O
the,PRP,O
decision,VBP,O
to,VBD,O
collect,DT,O
or,NN,O
not,TO,O
to,VB,O
collect,CC,O
revenue,RB,O
through,TO,O
state,VB,O
lotteries,NN,O
is,IN,O
exclusively,NN,O
within,NNS,O
the,VBZ,O
policy,RB,B-LEGAL
decision,IN,I-LEGAL
of,DT,O
the,NN,O
state,NN,O
and,IN,O
for,DT,O
this,NN,O
neither,CC,O
the,IN,O
union,DT,O
nor,CC,O
parliament,DT,B-LEGAL
interferes,NN,O
nor,CC,O
is,JJ,O
there,NNS,O
any,CC,O
indication,VBZ,O
under,RB,O
the,DT,O
act,NN,O
thus,IN,O
the,DT,O
question,NN,O
which,RB,O
remains,DT,O
is,NN,O
if,WDT,O
any,VBZ,O
state,VBZ,O
decides,IN,O
that,DT,O
it,NN,O
does,VBZ,O
not,IN,O
want,PRP,O
any,VBZ,O
lotteries,RB,O
but,VB,O
if,DT,O
it,NNS,O
feels,CC,O
helpless,IN,O
as,PRP,O
having,VBZ,O
no,NN,O
jurisdiction,IN,B-LEGAL
over,VBG,O
the,DT,O
lotteries,NN,O
organized,IN,O
by,DT,O
other,NNS,O
states,VBN,O
what,IN,O
is,JJ,O
the,NNS,O
way,WP,O
out,VBZ,O
this,DT,O
can,NN,O
only,IN,O
be,DT,O
done,MD,O
by,RB,O
parliament,VB,B-LEGAL
or,VBN,O
by,IN,O
entrusting,NN,O
this,CC,O
power,IN,O
on,VBG,O
such,DT,O
state,NN,O
desiring,IN,O
so,JJ,O
which,NN,O
has,NN,O
been,RB,O
done,WDT,O
through,VBZ,O
section,VBN,O
5,VBN,O
in,IN,O
this,NN,O
background,CD,O
for,IN,O
this,DT,O
helplessness,NN,O
of,IN,O
a,DT,O
state,NN,O
as,IN,O
recorded,DT,O
in,NN,O
anraj,IN,O
case,VBN,O
i,IN,O
manu,JJ,O
sc,NN,O
0336,NN,O
1984manu,VBP,O
sc,NN,O
0336,CD,O
1984,CD,O
1984,NN,O
2,CD,O
scc,CD,O
292,CD,O
the,CD,O
remedy,NN,B-LEGAL
is,CD,O
provided,DT,O
by,NN,O
entrusting,VBZ,O
this,VBN,O
power,IN,O
on,VBG,O
the,DT,O
state,NN,O
under,IN,O
the,DT,O
impugned,NN,O
provision,IN,O
this,DT,O
helps,JJ,O
such,NN,O
state,DT,O
to,VBZ,O
achieve,JJ,O
its,NN,O
objective,TO,O
of,VB,O
lottery,PRP$,O
gambling,NN,O
free,IN,O
zone,NN,O
within,VBG,O
its,JJ,O
territory,NN,O
a,IN,O
well,PRP$,O
concerned,NN,O
remedy,DT,B-LEGAL
next,RB,O
question,JJ,O
is,NN,O
what,JJ,O
could,NN,O
have,VBZ,O
been,WP,O
the,MD,O
guideline,VB,O
if,VBN,O
state,DT,O
lotteries,NN,O
are,IN,O
gambling,NN,O
and,NNS,O
it,VBP,O
cannot,VBG,O
be,CC,O
terms,PRP,O
as,MD,O
trade,RB,O
and,VB,O
commerce,NNS,O
at,IN,O
common,NN,O
parlance,CC,O
for,NN,O
any,IN,O
free,JJ,O
right,NN,O
under,IN,O
the,DT,O
constitution,JJ,O
such,NN,O
right,IN,O
though,DT,O
recognized,NN,O
under,JJ,O
article,JJ,O
298,IN,O
so,VBN,O
other,IN,O
states,NN,O
may,CD,O
continue,IN,O
to,JJ,O
enjoy,NNS,O
till,MD,O
prohibited,VB,O
by,TO,O
valid,VB,O
law,RB,O
and,VBN,O
if,IN,O
any,JJ,O
state,NN,O
wants,CC,O
within,IN,O
its,DT,O
state,NN,O
lottery,VBZ,O
free,IN,O
zone,PRP$,O
and,NN,O
for,NN,O
which,JJ,O
the,NN,O
power,CC,O
is,IN,O
entrusted,WDT,O
to,DT,O
such,NN,O
state,VBZ,O
it,VBN,O
cannot,TO,O
be,JJ,O
said,NN,O
in,PRP,O
this,MD,O
setting,RB,O
and,VB,O
background,VBD,O
and,IN,O
the,DT,O
nature,NN,O
of,CC,O
the,NN,O
subject,CC,O
that,DT,O
such,NN,O
a,IN,O
delegation,DT,B-LEGAL
is,NN,O
of,IN,O
its,PDT,O
essential,DT,O
legislative,NN,B-LEGAL
power,VBZ,I-LEGAL
the,IN,O
only,PRP$,O
guideline,JJ,O
necessary,JJ,O
in,NN,O
such,DT,O
delegation,JJ,B-LEGAL
is,NN,O
to,JJ,O
see,IN,O
that,JJ,O
the,NN,O
state,VBZ,O
does,TO,O
not,VB,O
pick,IN,O
and,DT,O
choose,NN,O
one,VBZ,O
state,RB,O
from,VB,O
the,CC,O
other,VB,O
which,CD,O
guideline,NN,O
is,IN,O
already,DT,O
provided,JJ,O
in,WDT,O
this,VBP,O
section,VBZ,O
it,RB,O
provides,VBN,O
that,IN,O
such,DT,O
a,NN,O
ban,PRP,O
could,VBZ,O
only,IN,O
be,PDT,O
if,DT,O
it,NN,O
is,MD,O
applied,RB,O
to,VB,O
every,IN,O
other,PRP,O
state,VBZ,O
the,VBN,O
only,TO,O
residual,DT,O
field,JJ,O
of,NN,O
attack,DT,O
so,JJ,O
far,JJ,O
as,NN,O
this,IN,O
delegation,NN,B-LEGAL
could,RB,O
be,RB,O
which,IN,O
has,DT,O
been,NN,O
attacked,MD,O
in,VB,O
this,WDT,O
case,VBZ,O
that,VBN,O
the,VBN,O
state,IN,O
could,DT,O
on,NN,O
one,IN,O
hand,DT,O
ban,NN,O
lotteries,MD,O
of,IN,O
every,CD,O
other,NN,O
state,NN,O
but,NNS,O
run,IN,O
its,DT,O
own,JJ,O
lotteries,NN,O
it,CC,O
is,VB,O
argued,PRP$,O
that,JJ,O
while,NNS,O
a,PRP,O
state,VBZ,O
bans,VBN,O
lotteries,IN,O
of,IN,O
other,DT,O
states,NN,O
not,VBZ,O
to,NNS,O
permit,IN,O
any,JJ,O
gambling,NNS,O
activity,RB,O
in,TO,O
the,VB,O
public,DT,O
interest,NN,O
as,NN,O
a,IN,O
policy,DT,O
but,JJ,O
this,NN,O
very,IN,O
public,DT,O
interest,NN,O
is,CC,O
flouted,DT,O
by,RB,O
having,JJ,O
lotteries,NN,O
of,VBZ,O
its,VBN,O
own,IN,O
it,VBG,O
is,NNS,O
true,IN,O
that,PRP$,O
unless,JJ,O
this,PRP,O
provision,VBZ,O
is,JJ,O
read,IN,O
down,IN,O
to,DT,O
mean,NN,O
a,VBZ,O
state,VBN,O
can,RB,O
only,TO,O
ban,VB,O
lotteries,DT,O
of,NN,O
other,MD,O
states,RB,O
when,VB,O
it,NNS,O
bans,IN,O
as,JJ,O
a,NNS,O
policy,WRB,O
its,PRP,O
own,VBZ,O
lotteries,IN,O
it,DT,O
is,NN,O
bound,PRP$,O
to,JJ,O
be,NNS,O
subjected,PRP,O
to,VBZ,O
the,VBN,O
vagaries,TO,O
as,VB,O
pointed,VBN,O
out,TO,O
and,DT,O
on,NNS,O
deeper,IN,O
scrutiny,VBN,O
it,RP,O
may,CC,O
not,IN,O
successfully,JJR,O
stand,NN,O
but,PRP,O
by,MD,O
reading,RB,O
down,RB,O
the,VB,O
provision,CC,O
which,IN,O
has,VBG,O
to,RP,O
be,DT,O
read,NN,O
that,WDT,O
it,VBZ,O
is,TO,O
only,VB,O
that,VBN,O
state,IN,O
which,PRP,O
decides,VBZ,O
lottery,RB,O
free,IN,O
zone,NN,O
within,WDT,O
its,VBZ,O
state,NN,O
can,JJ,O
prohibit,NN,O
lotteries,IN,O
of,PRP$,O
other,NN,O
states,MD,O
clearly,VB,O
provides,NNS,O
the,IN,O
guidance,JJ,O
for,NNS,O
the,RB,O
exercise,VBZ,O
of,DT,O
such,NN,O
a,IN,O
power,DT,O
it,NN,O
is,IN,O
inbuilt,PDT,O
and,DT,O
inherent,NN,O
in,PRP,O
the,VBZ,O
provision,JJ,O
itself,CC,O
in,JJ,O
view,IN,O
of,DT,O
the,NN,O
scheme,PRP,O
of,IN,O
the,NN,O
act,IN,O
and,DT,O
nature,NN,O
of,IN,O
subject,DT,O
in,NN,O
issue,CC,O
if,NN,O
interpretation,IN,B-LEGAL
as,NN,O
given,IN,O
on,NN,O
behalf,IN,O
of,NN,O
the,IN,O
state,VBN,O
of,IN,O
tamil,NN,O
nadu,IN,O
is,DT,O
accepted,NN,O
that,IN,O
delegation,NN,B-LEGAL
of,NN,I-LEGAL
power,VBZ,I-LEGAL
is,VBN,O
absolute,IN,O
then,NN,O
the,IN,O
submission,NN,O
that,VBZ,O
such,JJ,O
delegation,RB,B-LEGAL
is,DT,O
unbridled,NN,O
without,IN,O
any,JJ,O
guideline,NN,O
carries,VBZ,O
great,VBN,O
weight,IN,O
submission,DT,O
for,NN,O
the,VBZ,O
state,JJ,O
of,JJ,O
tamil,NN,O
nadu,IN,O
is,DT,O
that,NN,O
the,IN,O
lotteries,NN,O
may,NN,O
be,VBZ,O
prohibited,IN,O
in,DT,O
phases,NNS,O
viz,MD,O
while,VB,O
running,VBN,O
its,IN,O
own,NNS,O
lotteries,VBP,O
yet,IN,O
prohibiting,VBG,O
other,PRP$,O
lotteries,JJ,O
may,NNS,O
be,RB,O
as,VBG,O
a,JJ,O
public,NNS,O
policy,MD,O
for,VB,O
law,IN,O
and,DT,O
order,JJ,O
for,NN,O
political,IN,O
reasons,NN,O
morality,CC,O
etc,NN,O
for,IN,O
surviving,JJ,O
such,NNS,O
an,NN,O
interpretation,VBP,B-LEGAL
given,IN,O
by,VBG,O
mr,PDT,O
ganguli,DT,O
parliament,NN,B-LEGAL
should,VBN,O
have,IN,O
provided,NN,O
some,NNS,O
guidelines,NN,O
such,MD,O
an,VB,O
interpretation,VBN,B-LEGAL
falls,DT,O
into,NNS,O
the,JJ,O
trap,DT,O
of,NN,O
the,VBZ,O
submission,IN,O
that,DT,O
this,NN,O
delegation,IN,B-LEGAL
is,DT,O
unbridled,NN,O
so,IN,O
if,DT,O
there,NN,O
are,VBZ,O
two,VBN,O
interpretations,RB,O
the,IN,O
interpretation,EX,B-LEGAL
which,VBP,O
upholds,CD,O
the,NNS,O
validity,DT,O
should,NN,O
be,WDT,O
accepted,VBZ,O
so,DT,O
the,NN,O
interpretation,MD,B-LEGAL
as,VB,O
given,VBN,O
by,RB,O
mr,DT,O
ganguli,NN,O
cannot,IN,O
be,VBN,O
accepted,IN,O
87,JJ,O
we,NNS,O
find,MD,O
on,RB,O
plain,VB,O
reading,VBN,O
of,CD,O
section,PRP,O
5,VBP,O
it,IN,O
empowers,NN,O
the,NN,O
state,IN,O
government,NN,O
within,CD,O
its,PRP,O
state,VBZ,O
to,DT,O
prohibit,NN,O
the,NN,O
sale,IN,O
of,PRP$,O
tickets,NN,O
of,TO,O
the,VB,O
lotteries,DT,O
organized,NN,O
by,IN,O
every,NNS,O
other,IN,O
state,DT,O
there,NNS,O
is,VBN,O
also,IN,O
nothing,DT,O
in,JJ,O
the,NN,O
language,EX,O
reading,VBZ,O
by,RB,O
itself,NN,O
so,IN,O
as,DT,O
to,NN,O
say,NN,O
whether,IN,O
such,PRP,O
power,RB,O
can,IN,O
be,TO,O
exercised,VB,O
by,IN,O
the,JJ,O
state,NN,O
while,MD,O
running,VB,O
its,VBN,O
own,IN,O
lottery,DT,O
or,NN,O
can,IN,O
be,VBG,O
exercised,PRP$,O
only,JJ,O
where,NN,O
such,CC,O
state,MD,O
does,VB,O
not,VBN,O
run,RB,O
its,WRB,O
own,JJ,O
lottery,NN,O
this,VBZ,O
leads,RB,O
to,VB,O
two,PRP$,O
possible,JJ,O
interpretations,NN,O
as,DT,O
referred,VBZ,O
to,TO,O
above,CD,O
in,JJ,O
view,NNS,O
of,IN,O
settled,VBN,O
principle,TO,O
of,VB,O
interpretations,IN,O
the,NN,O
interpretation,IN,B-LEGAL
given,JJ,O
by,NN,O
the,IN,O
union,NNS,O
to,DT,O
read,NN,O
down,VBN,O
the,IN,O
provision,DT,O
has,NN,O
substance,TO,O
this,VB,O
would,RP,O
mean,DT,O
that,NN,O
the,VBZ,O
state,NN,O
could,DT,O
only,MD,O
exercise,VB,O
such,IN,O
discretion,DT,O
if,NN,O
it,MD,O
decides,RB,O
not,VB,O
to,JJ,O
have,NN,O
any,IN,O
lottery,PRP,O
within,VBZ,O
its,RB,O
territory,TO,O
including,VB,O
its,DT,O
own,NN,O
lottery,IN,O
in,PRP$,O
this,NN,O
situation,VBG,O
the,PRP$,O
delegate,JJ,B-LEGAL
is,NN,O
tied,IN,O
down,DT,O
by,NN,O
this,DT,O
limitation,NN,O
which,VBZ,O
itself,VBN,O
is,RP,O
a,IN,O
clear,DT,O
guide,NN,O
to,WDT,O
a,PRP,O
state,VBZ,O
hence,DT,O
cannot,JJ,O
be,NN,O
said,TO,O
to,DT,O
be,NN,O
unbridled,NN,O
delegation,MD,B-LEGAL
so,RB,O
even,VB,O
to,VBD,O
the,TO,O
first,VB,O
part,JJ,O
it,NN,O
cannot,RB,O
be,RB,O
said,TO,O
to,DT,O
be,JJ,O
arbitrary,NN,O
or,PRP,O
unbridled,MD,O
so,RB,O
we,VB,O
have,VBD,O
no,TO,O
hesitation,VB,O
to,JJ,O
approve,CC,O
the,JJ,O
interpretation,IN,B-LEGAL
given,PRP,O
by,VBP,O
the,DT,O
union,NN,O
to,TO,O
uphold,VB,O
the,DT,O
validity,NN,O
of,VBN,O
section,IN,O
5,DT,O
relying,NN,O
on,TO,O
the,VB,O
above,DT,O
quoted,NN,O
paragraphs,IN,O
learned,NN,O
senior,CD,O
counsel,NN,O
for,IN,O
the,DT,O
appellants,NN,O
vehemently,VBD,O
contended,NN,O
that,VBN,O
the,JJ,O
state,NN,O
shall,IN,O
either,DT,O
prohibit,NNS,O
the,RB,O
sale,VBD,O
of,IN,O
all,DT,O
lotteries,NN,O
or,MD,O
allow,CC,O
the,VB,O
sale,DT,O
of,NN,O
all,IN,O
lotteries,DT,O
in,NNS,O
the,CC,O
state,VB,O
selective,DT,O
prohibition,NN,B-LEGAL
of,IN,O
a,DT,O
particular,NNS,O
type,IN,O
of,DT,O
lottery,NN,O
is,JJ,O
impermissible,NN,O
in,IN,O
the,DT,O
light,JJ,O
of,NN,O
the,IN,O
above,NN,O
binding,VBZ,O
judgment,JJ,O
8,IN,O
in,DT,O
support,NN,O
of,IN,O
this,DT,O
submission,JJ,O
learned,NN,O
senior,NN,O
counsel,CD,O
apart,IN,O
from,NN,O
the,IN,O
decision,DT,O
in,NN,O
br,VBD,O
enterprises,JJ,O
supra,NN,O
relied,RB,O
on,IN,O
the,DT,O
following,NN,O
decisions,IN,O
viz,NN,O
the,NNS,O
senior,VBP,O
electric,VBN,O
inspector,IN,O
and,DT,O
ors,JJ,O
v,NNS,O
laxmi,VBP,O
narayan,DT,O
chopra,JJ,O
and,JJ,O
ors,NN,O
manu,CC,O
sc,NNS,O
0221,VBP,O
1961manu,JJ,O
sc,JJ,O
0221,NN,O
1961,CC,O
1962,NNS,O
3,VBP,O
scr,JJ,O
146,CD,O
state,CD,O
through,NN,O
cbi,CD,O
new,CD,O
delhi,CD,O
v,CD,O
sj,NN,O
choudhary,CD,O
manu,NN,O
sc,IN,O
2199,JJ,O
1996manu,JJ,O
sc,NN,O
2199,NN,O
1996,NN,O
1996,JJ,O
2,NN,O
scc,NN,O
428,CD,O
and,CD,O
sil,NN,O
import,CD,O
usa,CD,O
v,CD,O
exim,CD,O
aides,NN,O
silk,CD,O
exporters,CC,O
bangalore,JJ,O
manu,NN,O
sc,JJ,O
0312,NN,O
1999manu,NN,O
sc,NNS,O
0312,VBP,O
1999,NNS,O
1999,VBP,O
4,JJ,O
scc,NN,O
567,CD,O
9,CD,O
the,NN,O
learned,CD,O
senior,CD,O
counsel,CD,O
for,CD,O
the,VBD,O
state,CD,O
of,CD,O
kerala,DT,O
the,VBN,O
respondent,JJ,O
herein,NN,O
supported,IN,O
the,DT,O
impugned,NN,O
notification,IN,O
by,NN,O
contending,DT,O
that,NN,O
the,NN,O
state,VBD,O
government,DT,O
is,JJ,O
competent,NN,O
to,IN,O
prohibit,VBG,O
a,IN,O
particular,DT,O
type,NN,O
of,NN,O
lottery,VBZ,O
there,JJ,O
is,TO,O
no,VB,O
fetter,DT,O
on,JJ,O
the,NN,O
power,IN,O
of,NN,O
the,EX,O
government,VBZ,O
under,DT,O
section,NN,O
5,IN,O
learned,DT,O
senior,NN,O
counsel,IN,O
further,DT,O
submitted,NN,O
that,IN,O
when,NN,O
the,CD,O
parliament,VBD,B-LEGAL
enacted,JJ,O
the,NN,O
act,RBR,O
in,VBD,O
the,IN,O
year,WRB,O
1998,DT,O
there,NN,O
was,VBD,O
nothing,DT,O
before,NN,O
it,IN,O
to,DT,O
presume,NN,O
that,CD,O
in,EX,O
times,VBD,O
to,NN,O
come,IN,O
online,PRP,O
lotteries,TO,O
will,VB,O
also,DT,O
come,IN,O
into,NNS,O
existence,TO,O
apart,VB,O
from,JJ,O
the,NNS,O
paper,MD,O
lotteries,RB,O
and,VB,O
therefore,IN,O
the,JJ,O
provision,RB,O
of,IN,O
section,DT,O
5,NN,O
which,NNS,O
empowers,CC,O
the,VB,O
state,DT,O
government,NN,O
to,IN,O
prohibit,NN,O
the,CD,O
sale,WDT,O
of,VBZ,O
tickets,DT,O
of,NN,O
a,NN,O
lottery,TO,O
organized,VB,O
conducted,DT,O
or,NN,O
promoted,IN,O
by,NNS,O
every,IN,O
other,DT,O
state,NN,O
necessarily,VBN,O
relate,VBD,O
to,CC,O
paper,VBN,O
lottery,IN,O
even,DT,O
otherwise,JJ,O
online,NN,O
lottery,RB,O
is,VB,O
different,TO,O
from,NN,O
paper,RB,O
lottery,RB,O
and,RB,O
can,JJ,O
be,NN,O
treated,VBZ,O
as,JJ,O
a,IN,O
class,NN,O
in,NN,O
itself,CC,O
the,MD,O
state,VB,O
government,VBN,O
is,IN,O
therefore,DT,O
empowered,NN,O
under,IN,O
section,PRP,O
5,DT,O
of,NN,O
the,NN,O
act,VBZ,O
to,RB,O
prohibit,VBN,O
the,IN,O
sale,NN,O
of,CD,O
online,IN,O
lotteries,DT,O
or,NN,O
internet,TO,O
lotteries,VB,O
in,DT,O
its,NN,O
state,IN,O
he,JJ,O
further,NNS,O
submitted,CC,O
that,NN,O
the,NNS,O
central,IN,O
government,PRP$,O
itself,NN,O
treated,PRP,O
online,RB,O
lotteries,VBD,O
as,IN,O
a,DT,O
different,JJ,O
class,NN,O
in,PRP,O
itself,VBD,O
and,JJ,O
therefore,NNS,O
framed,IN,O
the,DT,O
rules,JJ,O
providing,NN,O
the,IN,O
rules,PRP,O
and,CC,O
regulations,RB,O
for,VBD,O
organizing,DT,O
paper,NNS,O
lottery,VBG,O
or,DT,O
online,NNS,O
lottery,CC,O
or,NNS,O
both,IN,O
subject,VBG,O
to,NN,O
certain,NN,O
terms,CC,O
and,JJ,O
conditions,NN,O
thus,CC,O
the,DT,O
intention,JJ,O
of,TO,O
the,JJ,O
parliament,NNS,B-LEGAL
was,CC,O
to,NNS,O
treat,RB,O
paper,DT,O
lotteries,NN,O
and,IN,O
online,DT,O
lotteries,NN,O
a,VBD,O
different,TO,O
class,VB,O
the,NN,O
decision,NNS,O
in,CC,O
br,JJ,O
enterprises,NNS,O
supra,DT,O
would,JJ,O
therefore,NN,O
necessarily,DT,O
be,NN,O
understood,IN,O
to,NN,O
relate,NNS,O
to,VBP,O
paper,MD,O
lotteries,VB,O
only,RB,O
the,VB,O
said,JJ,O
decision,TO,O
cannot,VB,O
be,TO,O
construed,NN,O
as,NNS,O
a,RB,O
precedent,DT,O
so,VBD,O
the,NN,O
declaration,MD,O
of,RB,O
law,VB,O
made,VBN,O
therein,IN,O
is,DT,O
not,NN,O
applicable,IN,O
to,DT,O
online,NN,O
lotteries,IN,O
it,NN,O
is,VBN,O
also,NN,O
submitted,VBZ,O
that,RB,O
prohibition,JJ,B-LEGAL
of,TO,O
sale,VB,O
of,NNS,O
online,PRP,O
lotteries,VBZ,O
has,RB,O
been,VBN,O
made,IN,O
bona,NN,O
fide,IN,O
and,NN,O
the,IN,O
classification,JJ,O
is,NNS,O
reasonable,VBZ,O
and,VBN,O
not,VBN,O
arbitrary,JJ,O
learned,NN,O
senior,CC,O
counsel,DT,O
further,NN,O
submitted,VBZ,O
that,JJ,O
the,CC,O
scheme,RB,O
of,JJ,O
section,VBD,O
4,JJ,O
would,NN,O
show,RBR,O
that,VBD,O
the,IN,O
act,DT,O
was,NN,O
framed,IN,O
with,NN,O
a,CD,O
view,MD,O
to,VB,O
deal,IN,O
with,DT,O
paper,NN,O
lotteries,VBD,O
which,VBN,O
were,IN,O
in,DT,O
vogue,NN,O
at,TO,O
that,VB,O
point,IN,O
of,NN,O
time,NNS,O
whereas,WDT,O
the,VBD,O
distributors,IN,O
of,NN,O
online,IN,O
lotteries,DT,O
do,NN,O
much,IN,O
more,NN,O
than,IN,O
selling,DT,O
the,NNS,O
tickets,IN,O
they,NN,O
decide,NNS,O
and,VBP,O
implement,RB,O
the,JJR,O
lottery,IN,O
schemes,VBG,O
provide,DT,O
infra,NNS,O
structure,PRP,O
and,VBP,O
technology,CC,O
print,VBP,O
lotteries,DT,O
and,NN,O
participate,VBZ,O
in,JJ,O
the,NN,O
conduct,NN,O
of,CC,O
draws,NN,O
section,NN,O
4h,NNS,O
of,CC,O
the,VB,O
act,IN,O
prohibits,DT,O
holding,NN,O
of,IN,O
draws,JJ,O
more,NN,O
than,CD,O
once,IN,O
in,DT,O
a,NN,O
week,VBZ,O
this,VBG,O
restriction,IN,O
has,NNS,O
been,JJR,O
made,IN,O
taking,RB,O
into,IN,O
account,DT,O
the,NN,O
conduct,DT,O
of,NN,O
paper,VBZ,O
lotteries,VBN,O
but,VBN,O
in,VBG,O
online,IN,O
lotteries,NN,O
70,DT,O
to,NN,O
100,IN,O
draws,NN,O
are,NNS,O
made,CC,O
every,IN,O
day,JJ,O
in,NNS,O
a,CD,O
week,TO,O
on,CD,O
the,NNS,O
above,VBP,O
grounds,VBN,O
the,DT,O
respondents,NN,O
prayed,IN,O
for,DT,O
dismissal,NN,B-LEGAL
of,IN,O
the,DT,O
appeals,JJ,O
discussion,VBZ,O
10,DT,O
before,NNS,O
going,VBN,O
into,IN,O
the,NN,O
validity,IN,O
of,DT,O
the,NNS,O
impugned,VBP,O
notification,CD,O
it,IN,O
is,VBG,O
fruitful,IN,O
to,DT,O
refer,NN,O
to,IN,O
certain,DT,O
provisions,JJ,O
of,NN,O
the,PRP,O
act,VBZ,O
the,JJ,O
relevant,TO,O
portion,VB,O
of,TO,O
the,JJ,O
statement,NNS,O
of,IN,O
objects,DT,O
and,NN,O
reasons,DT,O
for,JJ,O
framing,NN,O
this,IN,O
legislation,DT,B-LEGAL
is,NN,O
as,IN,O
under,NNS,O
the,CC,O
conduct,NNS,O
of,IN,O
certain,VBG,O
types,DT,O
of,NN,O
lottery,VBZ,O
trade,IN,O
in,IN,O
the,DT,O
country,NN,O
the,IN,O
malpractices,JJ,O
thereof,NNS,O
and,IN,O
their,NN,O
impact,NN,O
on,IN,O
the,DT,O
poorer,NN,O
sections,DT,O
of,NNS,O
the,NN,O
society,CC,O
has,PRP$,O
been,NN,O
under,IN,O
scrutiny,DT,O
of,JJR,O
the,NNS,O
government,IN,O
for,DT,O
quite,NN,O
some,VBZ,O
time,VBN,O
the,IN,O
continued,NN,O
prevalence,IN,O
of,DT,O
the,NN,O
popularly,IN,O
known,RB,O
single,DT,O
digit,NN,O
and,DT,O
instant,JJ,O
lotteries,NN,O
and,IN,O
the,DT,O
temptation,JJ,O
offered,VBN,O
by,JJ,O
them,NN,O
proved,CC,O
to,JJ,O
be,NNS,O
the,CC,O
undoing,DT,O
of,NN,O
many,VBN,O
families,IN,O
especially,PRP,O
poor,VBD,O
daily,TO,O
wagers,VB,O
and,DT,O
low,NN,O
income,IN,O
groups,JJ,O
in,NNS,O
spite,RB,O
of,JJ,O
the,JJ,O
guidelines,NNS,O
issued,CC,O
by,JJ,O
the,NN,O
central,NNS,O
government,IN,O
over,NN,O
a,IN,O
period,DT,O
of,NNS,O
time,VBN,O
as,IN,O
also,DT,O
the,JJ,O
guidelines,NN,O
issued,IN,O
in,DT,O
the,NN,O
recent,IN,O
past,NN,O
by,IN,O
the,RB,O
honourable,DT,O
supreme,NNS,O
court,VBN,O
in,IN,O
the,DT,O
matter,JJ,O
the,NN,O
evil,IN,O
has,DT,O
not,JJ,O
been,JJ,O
totally,NN,O
eliminated,IN,O
and,DT,O
it,NN,O
is,DT,O
felt,NN,O
that,VBZ,O
a,RB,O
central,VBN,O
legislation,RB,B-LEGAL
to,VBN,O
regulate,CC,O
the,PRP,O
conduct,VBZ,O
of,VBN,O
lotteries,IN,O
is,DT,O
necessary,JJ,O
to,NN,O
protect,TO,O
the,VB,O
interest,DT,O
of,NN,O
the,IN,O
gullible,NNS,O
poor,VBZ,O
section,JJ,O
2b,TO,O
defines,VB,O
lottery,DT,O
which,NN,O
reads,IN,O
as,DT,O
follows,JJ,O
2b,JJ,O
lottery,NN,O
means,CD,O
a,NNS,O
scheme,NN,O
in,WDT,O
whatever,VBZ,O
form,IN,O
and,VBZ,O
by,CD,O
whatever,NN,O
name,VBZ,O
called,DT,O
for,NN,O
distribution,IN,O
of,WDT,O
prizes,NN,O
by,CC,O
lot,IN,O
or,WDT,O
chance,NN,O
to,VBN,O
those,IN,O
persons,NN,O
participating,IN,O
in,NNS,O
the,IN,O
chances,NN,O
of,CC,O
a,NN,O
prize,TO,O
by,DT,O
purchasing,NNS,O
tickets,VBG,O
3,IN,O
prohibition,DT,B-LEGAL
of,NNS,O
lotteries,IN,O
save,DT,O
as,NN,O
otherwise,IN,O
provided,VBG,O
in,NNS,O
section,CD,O
4,NN,O
no,IN,O
state,NNS,O
government,VBP,O
shall,IN,O
